age,sex,height_cm,weight_kg,bmi,avg_surplus,days,weight_change
64,Male,166.0,90.7,32.9,-637,90,-7.43
16,Female,167.0,71.2,25.5,-477,30,-1.95
67,Male,164.0,120.0,44.6,258,30,1.07
54,Female,160.0,81.5,31.8,-617,30,-1.67
20,Male,174.0,57.5,19.0,-368,14,-0.76
57,Female,157.0,68.7,27.9,492,30,1.14
21,Female,163.0,77.4,29.1,123,60,1.28
17,Female,158.0,74.4,29.8,30,7,0.13
21,Male,184.0,93.6,27.6,598,7,0.05
40,Male,174.0,65.4,21.6,256,7,0.32
49,Female,170.0,92.8,32.1,-210,90,-2.08
37,Female,165.0,54.7,20.1,97,30,0.3
21,Male,164.0,63.7,23.7,-100,21,-0.46
26,Male,174.0,77.9,25.7,-355,14,-0.79
62,Male,165.0,72.5,26.6,563,60,4.29
68,Male,174.0,58.5,19.3,-10,30,0.07
57,Male,169.0,70.5,24.7,220,30,1.09
20,Male,178.0,82.9,26.2,-285,60,-2.69
60,Male,164.0,76.7,28.5,-605,7,-0.47
53,Male,175.0,78.9,25.8,-717,60,-5.45
44,Female,151.0,82.6,36.2,307,60,2.2
23,Male,182.0,72.9,22.0,-118,14,-0.31
70,Male,169.0,98.4,34.5,-126,14,0.25
39,Male,175.0,63.2,20.6,-719,30,-2.45
17,Female,171.0,53.4,18.3,281,21,0.76
26,Male,187.0,94.7,27.1,-505,90,-5.92
37,Male,163.0,72.7,27.4,-2,7,0.19
18,Male,168.0,73.7,26.1,-375,14,-0.4
33,Male,197.0,81.1,20.9,-559,60,-4.56
41,Male,173.0,87.0,29.1,-656,60,-5.39
68,Male,160.0,94.4,36.9,322,90,3.47
19,Female,163.0,59.7,22.5,-758,7,-0.93
47,Male,153.0,84.6,36.1,-897,7,-1.27
66,Male,177.0,46.3,14.8,-440,90,-5.91
60,Female,170.0,45.3,15.7,432,60,3.83
66,Female,157.0,77.0,31.2,153,60,1.56
24,Female,155.0,40.0,16.6,328,90,4.06
59,Male,182.0,54.0,16.3,-593,14,-1.22
69,Male,161.0,81.3,31.4,556,7,0.5
33,Male,164.0,98.8,36.7,-724,14,-1.34
42,Female,160.0,51.7,20.2,-847,90,-10.09
44,Male,169.0,49.4,17.3,-184,30,-0.7
42,Female,162.0,70.4,26.8,-244,7,-0.54
31,Female,163.0,46.4,17.5,-464,60,-4.16
69,Female,147.0,72.0,33.3,-647,90,-6.87
68,Male,174.0,80.1,26.5,-418,7,-0.28
36,Female,163.0,58.3,21.9,-339,30,-1.7
60,Male,177.0,70.7,22.6,2,60,-0.02
37,Female,163.0,73.7,27.7,-360,90,-4.54
59,Female,163.0,81.0,30.5,-534,30,-2.08
47,Female,155.0,56.1,23.4,-4,21,0.21
41,Male,172.0,91.8,31.0,-26,90,-0.29
22,Female,170.0,56.1,19.4,-244,21,-0.29
51,Male,183.0,75.1,22.4,-735,30,-2.88
32,Male,169.0,73.5,25.7,549,90,6.65
27,Male,186.0,88.2,25.5,-120,30,-0.28
25,Female,168.0,59.1,20.9,-484,60,-3.77
69,Female,153.0,69.1,29.5,189,90,1.79
20,Male,167.0,66.8,24.0,-272,30,-1.08
59,Female,157.0,72.1,29.3,-654,21,-1.94
63,Female,164.0,63.5,23.6,151,30,0.41
16,Male,176.0,71.2,23.0,-761,21,-2.04
48,Female,158.0,67.7,27.1,-485,60,-4.18
47,Female,173.0,52.2,17.4,94,7,-0.15
35,Male,168.0,73.4,26.0,186,7,-0.08
52,Male,172.0,68.0,23.0,587,21,1.53
37,Female,174.0,67.9,22.4,163,7,-0.05
39,Male,166.0,76.5,27.8,-553,60,-4.49
39,Female,153.0,87.4,37.3,169,14,0.31
59,Male,184.0,71.6,21.1,228,21,0.49
50,Male,177.0,87.1,27.8,113,14,0.21
36,Male,185.0,93.4,27.3,219,90,2.28
66,Female,164.0,76.2,28.3,327,90,3.56
59,Female,153.0,61.2,26.1,-48,7,0.56
67,Female,156.0,43.6,17.9,593,21,1.56
55,Male,166.0,70.5,25.6,67,90,0.17
36,Female,161.0,67.7,26.1,-817,21,-2.14
58,Female,176.0,53.5,17.3,-642,90,-8.46
33,Male,172.0,67.5,22.8,-154,7,-0.08
30,Female,155.0,64.0,26.6,-247,21,-0.7
40,Male,187.0,71.6,20.5,320,90,3.88
69,Female,166.0,82.3,29.9,109,14,0.17
46,Female,162.0,46.6,17.8,-900,7,-0.96
36,Male,175.0,96.7,31.6,-217,60,-1.23
40,Male,178.0,64.1,20.2,-82,7,-0.65
31,Female,156.0,73.1,30.0,572,14,0.72
51,Male,183.0,77.0,23.0,90,60,0.47
34,Male,169.0,79.0,27.7,-630,90,-7.78
46,Male,176.0,81.7,26.4,-613,7,-0.69
35,Female,161.0,57.7,22.3,-426,21,-1.31
32,Male,172.0,89.9,30.4,-299,60,-1.86
69,Male,182.0,77.6,23.4,-737,21,-2.04
34,Female,167.0,53.0,19.0,284,21,0.72
18,Male,181.0,78.7,24.0,-799,30,-3.2
36,Female,159.0,71.6,28.3,-800,60,-6.5
44,Female,170.0,71.2,24.6,-710,7,-0.41
20,Female,162.0,51.2,19.5,-698,7,-0.37
32,Male,170.0,78.5,27.2,-54,7,-0.34
24,Female,164.0,72.5,27.0,327,21,1.26
43,Female,161.0,85.1,32.8,514,14,0.66
55,Male,167.0,48.8,17.5,314,21,0.72
69,Male,176.0,102.7,33.2,129,14,0.36
36,Male,156.0,69.2,28.4,-14,30,0.09
63,Male,170.0,92.5,32.0,-436,14,-0.74
27,Male,183.0,54.0,16.1,-276,90,-3.63
58,Male,174.0,62.3,20.6,409,14,1.09
46,Male,176.0,88.2,28.5,-742,14,-1.52
57,Male,151.0,76.5,33.6,338,90,3.54
57,Male,172.0,86.1,29.1,317,30,1.73
44,Female,160.0,55.3,21.6,-814,7,-1.1
29,Male,179.0,74.9,23.4,-538,7,-0.6
44,Male,183.0,67.8,20.2,-435,7,-0.12
61,Male,173.0,60.1,20.1,470,60,3.82
69,Male,174.0,99.0,32.7,-242,30,-0.56
66,Male,164.0,101.5,37.7,264,90,2.36
25,Male,173.0,62.4,20.8,1,14,0.08
48,Female,165.0,65.2,23.9,-779,7,-0.79
20,Female,164.0,70.0,26.0,101,21,0.78
52,Female,158.0,75.4,30.2,53,7,0.27
70,Female,163.0,54.3,20.4,407,7,0.36
17,Female,159.0,82.6,32.7,481,60,3.43
51,Male,177.0,77.3,24.7,-19,21,-0.04
67,Female,150.0,86.2,38.3,419,90,4.63
62,Female,162.0,52.5,20.0,-691,30,-2.95
36,Female,168.0,85.1,30.2,20,30,0.41
20,Female,162.0,52.3,19.9,-34,90,-0.69
66,Male,171.0,99.7,34.1,-642,21,-1.51
66,Female,166.0,51.7,18.8,-92,14,-0.42
47,Female,162.0,79.8,30.4,121,60,0.86
69,Male,169.0,78.5,27.5,-277,60,-1.84
15,Male,160.0,70.3,27.5,99,14,-0.18
49,Female,152.0,64.4,27.9,218,60,1.65
17,Male,169.0,62.1,21.7,-17,90,-0.51
67,Male,169.0,89.3,31.3,-303,14,-0.58
53,Male,183.0,92.8,27.7,-502,90,-6.28
66,Female,166.0,66.0,24.0,91,7,0.13
46,Male,177.0,72.3,23.1,451,90,5.16
19,Male,176.0,62.1,20.0,-207,90,-2.26
16,Male,183.0,83.3,24.9,-146,90,-1.45
33,Male,174.0,104.3,34.4,469,21,1.15
56,Female,160.0,55.1,21.5,-455,90,-5.06
23,Female,166.0,64.7,23.5,312,30,1.53
62,Female,161.0,81.8,31.6,-517,7,-0.7
28,Female,167.0,66.4,23.8,-513,90,-5.66
42,Female,151.0,85.5,37.5,-479,90,-5.05
26,Male,178.0,76.4,24.1,-821,14,-1.72
41,Female,154.0,61.8,26.1,-208,14,-0.3
40,Male,179.0,85.6,26.7,-370,30,-1.46
15,Female,160.0,61.8,24.1,-554,21,-1.81
46,Female,161.0,72.4,27.9,235,30,0.62
59,Male,171.0,65.2,22.3,-124,21,0.15
67,Female,164.0,73.9,27.5,-607,14,-1.02
33,Female,165.0,77.1,28.3,-612,14,-0.75
64,Male,189.0,77.7,21.8,315,30,1.1
64,Female,172.0,61.1,20.7,-494,21,-1.59
70,Male,170.0,81.6,28.2,-308,7,-0.82
35,Male,163.0,91.6,34.5,-721,30,-2.29
62,Male,187.0,95.8,27.4,307,60,2.52
46,Male,178.0,99.2,31.3,-364,7,-0.41
18,Female,165.0,90.6,33.3,158,14,0.09
30,Female,158.0,48.6,19.5,-291,21,-0.52
52,Female,163.0,79.0,29.7,303,90,3.49
23,Female,166.0,80.9,29.4,-295,21,-0.84
39,Female,162.0,44.3,16.9,444,90,5.55
58,Male,167.0,69.7,25.0,188,60,1.34
23,Male,172.0,73.4,24.8,-179,90,-1.97
42,Female,162.0,64.2,24.5,-175,30,-1.06
27,Female,141.0,60.5,30.4,31,14,0.07
45,Male,164.0,113.2,42.1,140,60,1.24
28,Female,160.0,63.4,24.8,160,7,0.13
69,Male,177.0,93.8,29.9,-851,60,-6.3
19,Male,173.0,69.3,23.2,-503,14,-0.62
68,Male,181.0,86.6,26.4,-245,60,-1.62
59,Male,179.0,79.5,24.8,-94,30,-0.53
62,Male,177.0,90.9,29.0,-766,14,-1.4
62,Female,157.0,66.6,27.0,-601,21,-1.53
25,Female,166.0,70.7,25.7,-207,30,-0.91
67,Female,176.0,81.9,26.4,-229,60,-1.94
48,Male,181.0,92.2,28.1,23,21,-0.09
68,Female,170.0,58.4,20.2,-796,7,0.08
64,Female,159.0,50.8,20.1,295,7,0.18
47,Male,187.0,107.3,30.7,-448,30,-1.28
35,Male,171.0,105.7,36.1,-75,90,-1.01
21,Male,178.0,46.9,14.8,521,21,1.94
20,Female,159.0,68.7,27.2,-331,7,-0.38
36,Female,168.0,72.3,25.6,-430,14,-0.77
60,Female,170.0,68.8,23.8,-504,90,-6.44
43,Female,162.0,62.6,23.9,79,60,0.91
41,Female,154.0,53.8,22.7,537,7,0.84
28,Male,163.0,82.0,30.9,-60,14,-0.38
46,Female,152.0,76.9,33.3,-603,60,-3.91
50,Male,177.0,92.1,29.4,520,30,1.65
70,Female,164.0,46.2,17.2,-837,14,-1.47
55,Female,160.0,81.2,31.7,-285,60,-2.08
49,Female,164.0,51.8,19.3,-712,90,-7.95
65,Male,180.0,66.1,20.4,-851,90,-9.87
38,Female,164.0,71.9,26.7,597,60,4.89
67,Female,154.0,65.0,27.4,-773,21,-1.72
35,Female,160.0,40.0,15.6,460,7,0.39
22,Female,165.0,70.5,25.9,-82,21,-0.23
38,Male,174.0,58.2,19.2,-420,7,-0.67
22,Male,175.0,95.4,31.2,395,30,1.32
21,Male,186.0,71.9,20.8,-895,30,-3.06
64,Female,168.0,94.8,33.6,136,21,0.57
59,Male,184.0,82.6,24.4,251,7,-0.08
27,Female,170.0,49.9,17.3,-354,30,-1.14
61,Male,180.0,87.5,27.0,-449,7,-0.29
18,Female,172.0,71.3,24.1,-887,14,-1.43
30,Male,184.0,86.6,25.6,-867,90,-10.02
54,Female,179.0,57.0,17.8,-835,90,-10.61
32,Male,181.0,94.4,28.8,-215,30,-1.33
55,Male,167.0,115.3,41.3,-104,21,0.07
63,Female,167.0,43.1,15.5,-264,7,-0.95
18,Male,191.0,89.9,24.6,154,30,0.82
16,Male,167.0,77.9,27.9,-358,21,-0.96
67,Male,184.0,85.6,25.3,286,60,2.49
44,Female,172.0,73.0,24.7,80,7,0.12
43,Male,172.0,45.6,15.4,506,60,4.61
40,Male,175.0,75.0,24.5,189,60,1.48
39,Female,147.0,65.2,30.2,-708,21,-1.67
53,Female,161.0,75.1,29.0,-61,7,0.06
47,Male,166.0,91.8,33.3,86,21,0.73
24,Male,172.0,80.8,27.3,-880,21,-2.26
50,Male,182.0,75.1,22.7,-834,60,-6.87
52,Male,177.0,91.6,29.2,-867,14,-1.74
21,Female,152.0,63.6,27.5,-643,7,-0.45
36,Male,182.0,84.3,25.4,423,90,5.26
59,Female,168.0,52.7,18.7,-540,14,-1.2
49,Female,160.0,77.7,30.4,-621,7,0.11
22,Male,181.0,53.3,16.3,-231,90,-2.93
17,Male,174.0,72.3,23.9,-303,60,-2.27
47,Male,166.0,50.9,18.5,590,14,0.73
40,Female,155.0,72.0,30.0,-745,21,-1.74
68,Female,163.0,85.0,32.0,362,60,2.4
44,Male,174.0,92.1,30.4,-556,60,-4.1
67,Male,172.0,85.3,28.8,-435,21,-1.29
27,Female,156.0,67.0,27.5,-172,14,0.01
40,Male,171.0,54.4,18.6,564,7,0.63
22,Male,163.0,76.4,28.8,-547,90,-6.59
47,Male,170.0,56.8,19.7,-384,60,-3.14
25,Female,173.0,73.0,24.4,89,90,1.36
42,Female,157.0,66.5,27.0,105,60,0.76
34,Male,173.0,94.4,31.5,-349,14,-0.43
25,Male,186.0,87.9,25.4,-703,14,-1.09
20,Male,181.0,75.3,23.0,283,14,-0.24
43,Female,157.0,62.4,25.3,451,21,1.57
68,Male,174.0,80.8,26.7,3,90,-0.23
26,Male,178.0,94.7,29.9,410,60,3.11
37,Male,168.0,84.1,29.8,-519,21,-1.02
27,Female,163.0,50.5,19.0,396,60,3.42
60,Male,177.0,79.6,25.4,313,90,3.81
38,Female,171.0,68.1,23.3,454,21,1.42
69,Female,168.0,61.8,21.9,499,90,6.14
28,Female,157.0,62.7,25.4,-382,7,-0.01
19,Male,183.0,59.7,17.8,-720,14,-1.1
47,Male,160.0,90.3,35.3,224,14,0.4
51,Male,172.0,86.4,29.2,105,14,-0.02
70,Male,171.0,81.5,27.9,72,14,0.05
63,Female,165.0,40.0,14.7,46,21,0.18
64,Male,175.0,87.5,28.6,-839,60,-6.55
50,Male,189.0,68.3,19.1,105,30,0.13
35,Female,160.0,50.3,19.6,-174,21,-0.37
39,Male,172.0,73.7,24.9,-854,21,-2.73
22,Male,177.0,97.0,31.0,384,14,0.65
39,Female,160.0,65.3,25.5,-858,60,-6.65
35,Female,154.0,71.5,30.1,-550,60,-3.83
17,Female,167.0,61.0,21.9,-458,30,-1.6
26,Male,168.0,78.9,28.0,275,60,2.31
44,Female,158.0,55.6,22.3,-780,60,-5.48
35,Female,160.0,102.7,40.1,-324,60,-2.4
70,Male,157.0,74.7,30.3,-351,7,-0.2
41,Male,186.0,84.5,24.4,-278,7,-0.2
68,Female,157.0,50.4,20.4,409,21,1.17
51,Male,160.0,56.8,22.2,-412,7,-0.73
17,Male,151.0,73.9,32.4,-368,7,-0.55
26,Female,154.0,40.0,16.9,-287,7,-0.29
54,Female,160.0,45.3,17.7,-311,7,-0.76
45,Male,174.0,79.3,26.2,532,14,0.88
31,Female,166.0,63.1,22.9,-499,14,-1.06
44,Female,160.0,57.8,22.6,-730,60,-5.77
65,Female,167.0,80.1,28.7,-268,90,-2.78
36,Male,172.0,92.4,31.2,-775,14,-1.54
17,Male,175.0,82.2,26.8,297,21,1.0
32,Female,160.0,55.9,21.8,439,30,1.57
67,Male,169.0,95.0,33.3,347,14,0.43
57,Female,163.0,40.9,15.4,308,14,0.75
61,Female,160.0,58.0,22.7,-268,60,-2.17
66,Male,168.0,101.4,35.9,148,21,0.08
21,Female,160.0,60.6,23.7,-305,60,-2.46
30,Female,178.0,75.1,23.7,382,7,-0.08
18,Female,158.0,75.4,30.2,-608,21,-1.41
15,Female,155.0,54.8,22.8,-689,14,-1.9
61,Female,161.0,72.5,28.0,564,14,1.29
67,Female,160.0,62.4,24.4,-359,21,-0.79
23,Female,156.0,84.1,34.6,-434,14,-0.35
55,Female,180.0,63.2,19.5,103,60,1.44
44,Male,183.0,57.2,17.1,-386,14,-0.52
18,Male,170.0,66.5,23.0,221,90,2.45
66,Male,175.0,50.8,16.6,-255,21,-0.09
63,Female,158.0,61.2,24.5,276,30,0.71
46,Male,173.0,112.0,37.4,-780,14,-1.79
54,Female,150.0,45.1,20.0,192,90,2.78
37,Male,172.0,79.5,26.9,-407,30,-1.43
59,Male,169.0,86.3,30.2,-266,60,-2.42
39,Male,173.0,76.3,25.5,496,90,5.45
70,Female,159.0,56.6,22.4,-177,90,-1.89
18,Female,165.0,78.9,29.0,-789,14,-1.62
24,Female,162.0,51.0,19.4,-212,14,-0.55
69,Female,171.0,56.2,19.2,-540,14,-0.36
31,Male,163.0,89.1,33.5,-188,30,-0.14
32,Female,167.0,69.1,24.8,-574,90,-6.67
59,Male,179.0,97.5,30.4,65,60,0.41
25,Male,177.0,83.0,26.5,-548,30,-1.93
43,Female,156.0,69.1,28.4,-202,21,-0.7
31,Female,162.0,66.1,25.2,532,60,3.61
26,Male,171.0,69.1,23.6,57,21,-0.49
69,Female,155.0,75.3,31.3,163,90,1.69
26,Male,181.0,76.1,23.2,259,30,1.21
20,Female,158.0,40.0,16.0,480,30,2.06
52,Female,163.0,80.3,30.2,430,60,3.25
63,Female,157.0,66.7,27.1,387,60,3.29
22,Female,160.0,74.6,29.1,-389,21,-0.75
54,Female,149.0,59.3,26.7,37,21,0.15
45,Male,180.0,68.6,21.2,327,21,0.97
61,Female,169.0,40.0,14.0,-60,90,-0.78
22,Male,173.0,108.8,36.4,-710,7,-0.64
69,Male,156.0,63.0,25.9,-136,60,-1.56
49,Female,164.0,83.2,30.9,-576,90,-5.73
62,Female,156.0,69.2,28.4,134,7,0.01
35,Male,172.0,82.0,27.7,390,30,1.41
67,Male,189.0,88.0,24.6,153,30,0.43
50,Female,163.0,84.1,31.7,-74,21,-0.56
22,Male,170.0,66.3,22.9,-1,7,-0.02
66,Male,168.0,69.3,24.6,-92,60,-0.56
59,Male,170.0,102.1,35.3,-227,30,-1.01
31,Male,183.0,92.1,27.5,-560,60,-4.11
45,Female,160.0,70.3,27.5,113,7,0.0
36,Female,178.0,60.2,19.0,-376,90,-4.78
45,Female,160.0,70.0,27.3,-665,30,-2.22
69,Male,166.0,90.0,32.7,301,21,0.8
65,Female,156.0,55.9,23.0,-73,21,0.07
27,Female,170.0,49.6,17.2,-119,90,-1.32
69,Male,174.0,79.6,26.3,-121,30,-0.77
39,Male,164.0,102.7,38.2,-784,30,-2.88
54,Male,165.0,61.6,22.6,-98,30,-0.08
57,Female,154.0,56.4,23.8,-85,14,0.39
42,Female,174.0,66.3,21.9,-134,14,-0.23
40,Male,158.0,71.8,28.8,-890,60,-7.1
40,Male,172.0,77.8,26.3,226,14,0.85
63,Male,188.0,92.4,26.1,21,7,-0.17
36,Female,176.0,70.4,22.7,236,21,0.73
30,Male,187.0,78.9,22.6,-144,7,-0.23
35,Male,180.0,82.2,25.4,-406,30,-1.51
25,Male,166.0,87.4,31.7,350,30,1.01
36,Female,160.0,40.0,15.6,-374,90,-4.9
21,Male,174.0,94.1,31.1,-220,30,-0.91
20,Female,152.0,55.2,23.9,-876,21,-2.24
55,Female,150.0,73.3,32.6,-656,30,-2.25
19,Female,170.0,66.1,22.9,-730,30,-2.65
46,Male,167.0,76.9,27.6,-265,60,-2.29
58,Male,184.0,85.3,25.2,-507,90,-5.99
55,Male,172.0,80.1,27.1,-401,7,-0.18
39,Female,174.0,72.3,23.9,249,60,2.16
25,Female,159.0,61.0,24.1,125,60,0.64
67,Female,151.0,46.7,20.5,297,14,0.64
61,Female,171.0,50.5,17.3,324,21,0.73
49,Female,172.0,46.9,15.9,-528,21,-1.33
19,Male,179.0,67.4,21.0,24,21,0.47
16,Female,160.0,71.8,28.0,405,90,4.18
32,Female,156.0,55.0,22.6,-443,14,-0.97
23,Male,182.0,79.7,24.1,-337,21,-0.86
63,Female,163.0,63.3,23.8,-103,30,-0.4
26,Male,165.0,73.1,26.9,297,14,0.76
30,Male,166.0,71.2,25.8,-679,60,-5.27
69,Male,169.0,66.4,23.2,-200,30,-0.95
60,Male,176.0,95.8,30.9,-537,14,-1.18
27,Male,159.0,59.9,23.7,169,14,0.03
36,Male,175.0,92.8,30.3,-537,7,-0.63
43,Female,155.0,64.7,26.9,-366,30,-1.58
52,Male,173.0,72.3,24.2,-381,60,-2.86
67,Male,179.0,86.0,26.8,-795,90,-9.34
63,Female,154.0,69.0,29.1,102,30,0.2
69,Male,171.0,61.5,21.0,-519,90,-6.39
17,Male,160.0,61.6,24.1,-164,90,-2.07
28,Male,176.0,87.8,28.3,146,30,0.44
46,Female,157.0,64.3,26.1,281,21,0.56
17,Male,170.0,81.6,28.2,477,90,5.72
34,Female,162.0,79.7,30.4,-711,30,-2.15
23,Male,186.0,75.1,21.7,43,60,0.07
67,Male,175.0,73.1,23.9,-408,14,-0.39
18,Female,165.0,51.3,18.8,254,90,3.12
23,Female,177.0,40.0,12.8,-317,21,-0.91
25,Male,177.0,85.8,27.4,-879,90,-9.92
23,Male,175.0,79.0,25.8,384,21,1.01
46,Female,170.0,64.8,22.4,240,90,2.91
35,Male,171.0,62.9,21.5,-405,60,-3.12
66,Male,173.0,68.1,22.8,354,14,0.66
29,Female,172.0,65.3,22.1,-284,7,-0.15
45,Male,174.0,81.7,27.0,-281,7,-0.24
51,Female,167.0,42.4,15.2,-450,21,-1.22
50,Female,158.0,63.6,25.5,-159,7,-0.33
59,Female,162.0,66.7,25.4,592,30,2.12
26,Male,174.0,46.2,15.3,-822,30,-3.68
43,Male,178.0,76.2,24.0,-10,60,-0.17
59,Male,177.0,65.9,21.0,-638,90,-7.16
63,Male,173.0,71.2,23.8,-715,60,-5.71
49,Female,179.0,65.2,20.3,-816,90,-9.36
51,Female,159.0,57.2,22.6,-490,30,-1.83
63,Female,151.0,56.6,24.8,197,90,2.17
49,Female,152.0,59.5,25.8,205,60,1.96
68,Female,172.0,69.2,23.4,300,60,2.57
22,Male,180.0,82.3,25.4,-682,21,-1.86
34,Male,172.0,75.1,25.4,-737,30,-2.89
21,Male,172.0,61.5,20.8,574,90,6.73
20,Female,159.0,63.4,25.1,483,21,0.98
41,Male,163.0,91.2,34.3,150,30,0.31
27,Female,165.0,81.6,30.0,360,30,1.51
37,Male,172.0,53.3,18.0,307,14,0.21
39,Female,165.0,78.2,28.7,-35,7,-0.22
49,Female,164.0,47.4,17.6,-187,60,-1.71
67,Male,170.0,75.7,26.2,568,60,5.34
62,Male,168.0,70.3,24.9,115,30,0.65
36,Male,187.0,67.8,19.4,424,30,1.93
33,Male,168.0,86.5,30.6,-590,7,-0.68
58,Male,179.0,84.9,26.5,-566,14,-0.92
21,Female,171.0,87.2,29.8,45,60,-0.04
45,Male,174.0,90.2,29.8,532,30,1.98
38,Male,164.0,68.2,25.4,31,14,0.19
25,Female,156.0,77.0,31.6,-236,30,-1.15
49,Female,153.0,60.8,26.0,-863,7,-0.68
32,Male,165.0,69.1,25.4,-668,60,-5.09
25,Female,171.0,59.0,20.2,-554,7,-0.64
51,Male,176.0,69.8,22.5,-600,90,-7.25
24,Male,178.0,94.6,29.9,154,14,0.12
52,Male,179.0,90.0,28.1,126,14,0.13
24,Male,168.0,85.9,30.4,-331,90,-3.55
39,Male,167.0,80.0,28.7,582,60,4.67
60,Female,163.0,56.1,21.1,-310,21,-1.01
27,Male,170.0,62.1,21.5,-232,14,-0.05
57,Male,153.0,63.5,27.1,-111,7,0.37
55,Male,180.0,94.9,29.3,-40,21,-0.04
65,Male,167.0,78.4,28.1,-614,30,-2.5
24,Male,179.0,67.9,21.2,-450,21,-1.35
55,Female,154.0,72.8,30.7,132,90,1.48
67,Female,151.0,72.3,31.7,369,60,2.74
57,Female,161.0,74.5,28.7,-265,14,-0.54
25,Male,176.0,65.0,21.0,-728,90,-8.6
61,Female,152.0,82.3,35.6,378,21,1.03
21,Female,164.0,49.8,18.5,-27,7,-0.01
47,Female,167.0,76.2,27.3,-246,90,-3.03
42,Male,180.0,73.6,22.7,-21,60,-0.13
44,Female,160.0,62.3,24.3,335,21,0.75
44,Male,184.0,99.6,29.4,-899,90,-10.71
16,Female,166.0,43.4,15.7,-360,90,-4.63
43,Male,192.0,80.2,21.8,511,90,5.82
67,Female,167.0,44.5,16.0,-449,90,-6.0
39,Male,177.0,65.8,21.0,562,14,1.29
30,Female,167.0,75.0,26.9,-478,30,-1.96
70,Male,185.0,78.5,22.9,-199,14,0.23
20,Female,162.0,66.2,25.2,-795,60,-6.06
42,Male,165.0,102.0,37.5,189,21,0.25
43,Female,162.0,69.2,26.4,-541,90,-6.01
41,Female,158.0,72.1,28.9,373,90,4.17
66,Male,173.0,81.7,27.3,-706,14,-0.67
38,Male,175.0,85.8,28.0,-725,14,-1.26
69,Female,165.0,47.3,17.4,-196,7,-0.02
18,Male,173.0,52.0,17.4,-773,30,-3.31
56,Male,169.0,74.0,25.9,-406,21,-1.03
48,Female,169.0,64.3,22.5,134,90,1.5
28,Male,183.0,106.3,31.7,-143,60,-1.22
27,Male,180.0,71.8,22.2,-61,21,-0.09
55,Male,178.0,75.4,23.8,-764,30,-2.68
50,Male,163.0,65.4,24.6,119,30,0.13
49,Male,180.0,87.5,27.0,-764,90,-8.5
17,Male,180.0,100.9,31.1,-42,90,-0.31
48,Male,185.0,96.8,28.3,286,21,0.66
69,Male,192.0,77.6,21.1,190,21,0.37
15,Male,161.0,65.4,25.2,-371,60,-2.5
41,Male,172.0,78.1,26.4,-668,14,-0.97
42,Male,169.0,98.7,34.6,346,7,0.58
65,Female,167.0,84.6,30.3,-577,14,-1.02
30,Male,175.0,50.8,16.6,-156,14,-0.18
41,Female,158.0,83.8,33.6,-545,30,-1.82
55,Female,162.0,62.9,24.0,-856,60,-6.72
18,Female,157.0,100.0,40.6,-275,7,-0.2
59,Female,155.0,70.1,29.2,-74,7,0.26
61,Male,167.0,85.6,30.7,240,7,0.68
55,Female,151.0,62.2,27.3,189,90,2.14
51,Male,165.0,58.0,21.3,347,14,0.26
56,Female,157.0,66.1,26.8,321,30,1.73
58,Male,174.0,92.5,30.6,-298,30,-0.55
65,Male,169.0,85.8,30.0,-388,14,-0.58
38,Male,182.0,62.9,19.0,3,90,0.49
40,Male,175.0,62.0,20.2,-181,7,-0.08
50,Male,184.0,79.5,23.5,-457,30,-2.04
25,Female,175.0,89.2,29.1,-853,21,-2.63
62,Male,175.0,69.6,22.7,-186,60,-1.85
58,Female,164.0,67.4,25.1,-196,14,-0.36
50,Male,175.0,72.0,23.5,512,90,5.85
31,Female,155.0,64.8,27.0,319,60,2.35
34,Male,172.0,74.6,25.2,-496,60,-3.89
39,Male,179.0,85.2,26.6,-735,21,-1.78
52,Male,168.0,83.1,29.4,282,30,0.94
58,Female,163.0,54.1,20.4,-169,14,-0.52
52,Female,160.0,40.0,15.6,-837,7,-0.97
67,Male,182.0,61.3,18.5,231,60,2.09
68,Male,175.0,71.6,23.4,-382,21,-1.06
54,Female,162.0,73.8,28.1,-644,21,-1.68
35,Female,165.0,62.2,22.8,88,14,0.55
48,Male,163.0,77.2,29.1,278,30,1.87
38,Male,170.0,96.4,33.4,264,30,1.09
50,Male,164.0,96.2,35.8,-489,60,-3.28
60,Female,172.0,53.4,18.1,-12,90,-0.51
35,Female,175.0,61.4,20.0,-201,90,-2.26
43,Male,175.0,62.4,20.4,404,14,0.75
17,Male,171.0,98.6,33.7,-616,14,-0.82
56,Male,172.0,60.0,20.3,331,7,0.19
42,Female,162.0,44.7,17.0,-381,30,-1.58
40,Male,188.0,83.8,23.7,26,60,0.36
44,Male,169.0,70.6,24.7,-147,14,0.24
27,Male,164.0,81.1,30.2,-378,90,-3.61
48,Male,181.0,84.5,25.8,-553,21,-1.16
56,Female,161.0,73.0,28.2,-355,60,-2.55
34,Male,191.0,84.5,23.2,11,14,-0.09
22,Male,171.0,68.7,23.5,23,7,0.18
36,Female,159.0,42.1,16.7,35,30,-0.04
26,Male,184.0,65.5,19.3,85,30,0.28
35,Male,171.0,91.7,31.4,-824,21,-1.58
50,Female,173.0,73.1,24.4,-308,21,-0.69
21,Female,163.0,51.9,19.5,-428,30,-1.62
56,Male,180.0,51.3,15.8,-304,30,-1.2
27,Male,164.0,44.2,16.4,-327,7,-0.35
